message;severity;node;stamp;topics;location
"Decel old v 0.0 new v 0.0";"4";"/waypoint_updater";"1551214934.785119056";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214934.784929990";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 0.0";"4";"/waypoint_updater";"1551214934.784725904";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214934.784511089";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 0.0";"4";"/waypoint_updater";"1551214934.784281969";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214934.784086942";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 0.0";"4";"/waypoint_updater";"1551214934.783874034";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214934.783621072";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 0.0";"4";"/waypoint_updater";"1551214934.783319950";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214934.782996892";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 0.0";"4";"/waypoint_updater";"1551214934.782741069";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"kappa :0.00933278";"2";"/pure_pursuit";"1551214934.782528682";"/rosout,/twist_cmd";"/home/scott/CarND-Capstone/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:PurePursuit::calcCurvature:100"
"lookahead distance: 6.000000";"2";"/pure_pursuit";"1551214934.782503443";"/rosout,/twist_cmd";"/home/scott/CarND-Capstone/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:PurePursuit::calcLookaheadDistance:80"
"kappa :0.00933278";"2";"/pure_pursuit";"1551214934.749198218";"/rosout,/twist_cmd";"/home/scott/CarND-Capstone/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:PurePursuit::calcCurvature:100"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214934.782294988";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 0.0";"4";"/waypoint_updater";"1551214934.782058954";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214934.781832933";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 0.0";"4";"/waypoint_updater";"1551214934.781594991";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214934.781359910";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 0.0";"4";"/waypoint_updater";"1551214934.781121015";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214934.780898094";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 0.0";"4";"/waypoint_updater";"1551214934.780656099";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214934.780433893";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 0.0";"4";"/waypoint_updater";"1551214934.780198097";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214934.779970884";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 0.0";"4";"/waypoint_updater";"1551214934.779726982";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214934.779499053";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 0.0";"4";"/waypoint_updater";"1551214934.779256105";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214934.779017925";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 0.0";"4";"/waypoint_updater";"1551214934.778768062";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214934.778533935";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 0.0";"4";"/waypoint_updater";"1551214934.778273105";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214934.778032064";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 0.0";"4";"/waypoint_updater";"1551214934.777754068";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214934.777256011";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 0.0";"4";"/waypoint_updater";"1551214934.777013063";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214934.776786088";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 0.0";"4";"/waypoint_updater";"1551214934.776546955";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214934.776318073";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 0.0";"4";"/waypoint_updater";"1551214934.776063919";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214934.775837898";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 0.0";"4";"/waypoint_updater";"1551214934.775599002";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214934.775369882";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 0.0";"4";"/waypoint_updater";"1551214934.775125980";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214934.774882078";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 0.0";"4";"/waypoint_updater";"1551214934.774641036";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214934.774378061";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 0.0";"4";"/waypoint_updater";"1551214934.774137020";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214934.773900985";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 0.0";"4";"/waypoint_updater";"1551214934.773658037";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214934.773428916";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 1.15056561836";"4";"/waypoint_updater";"1551214934.773173093";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214934.772926092";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 1.63020101289";"4";"/waypoint_updater";"1551214934.770452022";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214934.770134925";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 1.88138205191";"4";"/waypoint_updater";"1551214934.769961118";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214934.769798040";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 1.99534780576";"4";"/waypoint_updater";"1551214934.769624948";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214934.769458055";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 2.20532445432";"4";"/waypoint_updater";"1551214934.769120931";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214934.768968105";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 2.48757539634";"4";"/waypoint_updater";"1551214934.768807888";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214934.768649101";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 2.57484869325";"4";"/waypoint_updater";"1551214934.768488883";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214934.768332004";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 2.74091690751";"4";"/waypoint_updater";"1551214934.768173933";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214934.768016099";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 2.89762909553";"4";"/waypoint_updater";"1551214934.767848968";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214934.767688989";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 3.11782452664";"4";"/waypoint_updater";"1551214934.767522096";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214934.767354011";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 3.18789024585";"4";"/waypoint_updater";"1551214934.767189025";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214934.767010927";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 3.25644878054";"4";"/waypoint_updater";"1551214934.766859054";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214934.766705036";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 3.38940814032";"4";"/waypoint_updater";"1551214934.766542911";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214934.766335964";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 3.57959926021";"4";"/waypoint_updater";"1551214934.766129016";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214934.765877008";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 3.70096740665";"4";"/waypoint_updater";"1551214934.765670061";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214934.765450954";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 3.75885836428";"4";"/waypoint_updater";"1551214934.765240907";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214934.764900922";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"lookahead distance: 6.000000";"2";"/pure_pursuit";"1551214934.749177358";"/rosout,/twist_cmd";"/home/scott/CarND-Capstone/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:PurePursuit::calcLookaheadDistance:80"
"kappa :0.00933278";"2";"/pure_pursuit";"1551214934.715895254";"/rosout,/twist_cmd";"/home/scott/CarND-Capstone/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:PurePursuit::calcCurvature:100"
"Closest Light Wpt 292 Light state RED";"4";"/tl_detector";"1551214934.729216098";"/base_waypoints,/current_pose,/image_color,/rosout,/tf,/tf_static,/traffic_waypoint,/vehicle/traffic_lights";"tl_detector.py:image_cb:100"
"lookahead distance: 6.000000";"2";"/pure_pursuit";"1551214934.715874529";"/rosout,/twist_cmd";"/home/scott/CarND-Capstone/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:PurePursuit::calcLookaheadDistance:80"
"kappa :0.00933278";"2";"/pure_pursuit";"1551214934.682521878";"/rosout,/twist_cmd";"/home/scott/CarND-Capstone/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:PurePursuit::calcCurvature:100"
"Decel old v 0.0 new v 0.0";"4";"/waypoint_updater";"1551214934.690778970";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214934.690248012";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 0.0";"4";"/waypoint_updater";"1551214934.689938068";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214934.689668893";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 0.0";"4";"/waypoint_updater";"1551214934.689430952";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214934.689192056";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 0.0";"4";"/waypoint_updater";"1551214934.688982009";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214934.688772916";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 0.0";"4";"/waypoint_updater";"1551214934.688558101";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214934.688376903";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 0.0";"4";"/waypoint_updater";"1551214934.688168048";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214934.687977075";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 0.0";"4";"/waypoint_updater";"1551214934.687746047";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214934.687557935";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 0.0";"4";"/waypoint_updater";"1551214934.687344074";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214934.687153100";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 0.0";"4";"/waypoint_updater";"1551214934.686925888";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214934.686727046";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 0.0";"4";"/waypoint_updater";"1551214934.686506986";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214934.686321973";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 0.0";"4";"/waypoint_updater";"1551214934.686114072";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214934.685911893";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 0.0";"4";"/waypoint_updater";"1551214934.685684919";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214934.685436010";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 0.0";"4";"/waypoint_updater";"1551214934.684866905";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214934.684629917";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 0.0";"4";"/waypoint_updater";"1551214934.684386014";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214934.684017896";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 0.0";"4";"/waypoint_updater";"1551214934.683811902";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214934.683578968";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 0.0";"4";"/waypoint_updater";"1551214934.683429002";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214934.683284997";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 0.0";"4";"/waypoint_updater";"1551214934.683001041";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214934.682809114";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 0.0";"4";"/waypoint_updater";"1551214934.682612895";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"lookahead distance: 6.000000";"2";"/pure_pursuit";"1551214934.682500172";"/rosout,/twist_cmd";"/home/scott/CarND-Capstone/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:PurePursuit::calcLookaheadDistance:80"
"kappa :0.00933278";"2";"/pure_pursuit";"1551214934.649210261";"/rosout,/twist_cmd";"/home/scott/CarND-Capstone/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:PurePursuit::calcCurvature:100"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214934.682409048";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 0.0";"4";"/waypoint_updater";"1551214934.682214021";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214934.682015895";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 0.0";"4";"/waypoint_updater";"1551214934.681762933";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214934.681516885";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 0.0";"4";"/waypoint_updater";"1551214934.681242942";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214934.681015968";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 0.0";"4";"/waypoint_updater";"1551214934.680778026";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214934.680543899";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 0.0";"4";"/waypoint_updater";"1551214934.680253982";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214934.680001020";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
"Decel old v 0.0 new v 0.0";"4";"/waypoint_updater";"1551214934.679749965";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:120"
"Stop Idx: 17";"4";"/waypoint_updater";"1551214934.679511070";"/base_waypoints,/current_pose,/final_waypoints,/rosout,/traffic_waypoint";"waypoint_updater.py:decelerate_waypoints:109"
